Syl : Freq_in_tokens : Freq_in_corpus
हआनअ : 8 : 5055
णऊकअ : 8 : 4924
वइरओ : 8 : 7659
कआरई : 8 : 7529
कअंपअ : 8 : 5489
लअनअ : 8 : 5076
जईवअ : 8 : 5527
कआळअ : 8 : 5088
कअलअ : 8 : 5083
दइसअ : 8 : 5891
सअभआ : 8 : 6299
झआलयआ : 8 : 7490
सथइतई : 8 : 5797
कषअकअ : 8 : 5310
ईकअ : 8 : 5226
घएणयआ : 8 : 4726
णउकई : 8 : 4298
सअरआ : 8 : 5117
रअणई : 8 : 3329
नयआयआ : 8 : 4487
कअरमअ : 8 : 3449
मआणअ : 8 : 4040
मअधयअ : 8 : 2901
लअवअ : 8 : 4102
वअकअ : 8 : 5568
सअगअ : 8 : 4063
वअसथआ : 8 : 3474
खअंडअ : 8 : 2760
हइनयआ : 8 : 3604
रअलए : 8 : 3961
कषइतअ : 8 : 2342
नइवआ : 8 : 2547
पआहअ : 8 : 3952
रषआअं : 8 : 3513
पउनअ : 8 : 2235
नयआअं : 8 : 2430
गअवअ : 8 : 2035
बअहउ : 8 : 3037
रआअं : 8 : 2118
पउरआ : 8 : 1465
असआ : 7 : 11036
वअसअ : 7 : 7753
यआतअ : 7 : 9419
गइतअ : 7 : 7297
रअकआ : 7 : 11910
दआखअ : 7 : 8406
भआगअ : 7 : 9301
तरअपअ : 7 : 6838
पअटअ : 7 : 7869
अंवअ : 7 : 7791
दएणयआ : 7 : 8404
बअसअ : 7 : 6736
महअणआ : 7 : 6045
हइलआ : 7 : 6894
रआषटरअ : 7 : 10098
आमअ : 7 : 11360
तऊनअ : 7 : 11640
मउखयअ : 7 : 8777
मअरआ : 7 : 5672
भआवअ : 7 : 6409
लअकषअ : 7 : 4544
पअहइ : 7 : 6597
वऊनअ : 7 : 6014
कओणअ : 7 : 9092
णयआचआ : 7 : 7410
लएलए : 7 : 7584
कअलपअ : 7 : 5949
सअंपअ : 7 : 4888
गआअं : 7 : 3670
खआलई : 7 : 4712
सआतअ : 7 : 3895
बओलअ : 7 : 5885
यओगअ : 7 : 5437
बअनअ : 7 : 4846
नइयअ : 7 : 3309
यअमअ : 7 : 5514
तअदआ : 7 : 5403
आकअ : 7 : 4991
टआकअ : 7 : 3818
डअणउ : 7 : 4811
नअकआ : 7 : 3455
जइतअ : 7 : 3783
पआलअ : 7 : 4957
गआरअ : 7 : 4788
अंदआ : 7 : 4278
रमअचआ : 7 : 3095
सउरअ : 7 : 4770
पअतई : 7 : 4124
मउलआ : 7 : 5369
परअशआ : 7 : 3122
कअलआ : 7 : 3355
गअणअ : 7 : 3069
सथआपअ : 7 : 3583
पअनअ : 7 : 3142
बआदअ : 7 : 3430
रअवइ : 7 : 2444
सएनए : 7 : 3982
तईनए : 7 : 3562
रअसअ : 7 : 2735
नअकअ : 7 : 2489
घआलअ : 7 : 2546
वअतई : 7 : 2391
पअरई : 7 : 2786
शअतअ : 7 : 3386
वअणअ : 7 : 2716
लइअं : 7 : 1939
हआयअ : 7 : 2758
वअंतअ : 7 : 2549
अंबआ : 7 : 2035
अमए : 7 : 2604
मएरइ : 7 : 2604
सअभए : 7 : 2732
कअऱयआ : 7 : 2451
पअकषआ : 7 : 2903
सअनआ : 7 : 2367
रअसअं : 7 : 2230
उअं : 7 : 1807
नआअं : 7 : 1400
कआमअ : 6 : 17894
कइअं : 6 : 12087
मउअं : 6 : 12650
तअरई : 6 : 9885
जआरअ : 6 : 9971
अंचए : 6 : 15744
पऊरणअ : 6 : 10088
लयआचए : 6 : 8882
अंगइ : 6 : 7390
मआगअ : 6 : 7543
रअंगअ : 6 : 4592
नइरमआ : 6 : 4817
हआरआ : 6 : 7557
गरएसअ : 6 : 7714
मअदअ : 6 : 5303
पआहइ : 6 : 5334
जअयअ : 6 : 7678
खयअमअं : 6 : 5235
टअनआ : 6 : 5213
वआदई : 6 : 5933
मउखअ : 6 : 5303
अंसआ : 6 : 4847
जअरअ : 6 : 4366
यआवअ : 6 : 4499
णआतअ : 6 : 4957
कअटअ : 6 : 3585
मआणए : 6 : 3521
बअअँ : 6 : 3727
परअवआ : 6 : 4258
सअदअ : 6 : 3777
सइअं : 6 : 5015
सआमआ : 6 : 4996
मआनयअ : 6 : 5038
बअंधअ : 6 : 4081
वइधआ : 6 : 5628
कअळअ : 6 : 3336
यअशअ : 6 : 4123
अतइ : 6 : 4595
गअरइ : 6 : 3827
परअदए : 6 : 3193
हऊनअ : 6 : 4306
सओडअ : 6 : 3212
यअचए : 6 : 3159
रओधअ : 6 : 3020
आयउ : 6 : 3547
यउकतअ : 6 : 4596
वआनअ : 6 : 4672
वअरषई : 6 : 3572
लओकआ : 6 : 3784
कआरयआ : 6 : 2986
आयओ : 6 : 3813
यआलअ : 6 : 4076
लएलई : 6 : 5806
हअवआ : 6 : 4164
सएअं : 6 : 2925
नआतअ : 6 : 2945
वअटअ : 6 : 2962
गअळयआ : 6 : 3335
हइलए : 6 : 4886
बअलअ : 6 : 2454
रअसतयआ : 6 : 2786
अंसअ : 6 : 3372
मएअं : 6 : 3068
शवअरअ : 6 : 1901
हओणयआ : 6 : 3158
वआलअ : 6 : 3199
चअलअ : 6 : 1985
अंडए : 6 : 2777
तआपअ : 6 : 3556
तईतअ : 6 : 2973
कषअमअ : 6 : 2695
लयआवअ : 6 : 2477
परअभआ : 6 : 2671
पआतअ : 6 : 2862
चइतअ : 6 : 2358
घआअं : 6 : 2171
कआरआ : 6 : 1889
णआरयआ : 6 : 2709
यअरअ : 6 : 2746
कएतअ : 6 : 2551
मइरअ : 6 : 1552
हअततवआ : 6 : 2471
डअवअ : 6 : 2334
रयअकअ : 6 : 2451
आदअ : 6 : 2616
पअळअ : 6 : 1388
ळअकअ : 6 : 1948
चइअं : 6 : 1584
कअरतयआ : 6 : 2052
रयआअं : 6 : 1868
तइसअ : 6 : 1317
एवअ : 6 : 1625
नअरआ : 6 : 1194
वऋततई : 6 : 1400
वइअं : 6 : 1316
हअमअ : 6 : 1419
टअलअ : 6 : 1309
डअणयआ : 6 : 735
कआहई : 5 : 19846
कएलए : 5 : 22353
आलए : 5 : 16356
पअलयआ : 5 : 13547
झआलए : 5 : 17251
आजअ : 5 : 10907
बअई : 5 : 11618
धइकअ : 5 : 8260
तअलए : 5 : 9048
आई : 5 : 6248
पआणई : 5 : 6031
घअरअ : 5 : 6044
रअतई : 5 : 6851
पअकषअ : 5 : 5590
मओरअ : 5 : 5508
इनअ : 5 : 5701
कआसअ : 5 : 4632
आसअ : 5 : 6254
पअणए : 5 : 5676
मअदआ : 5 : 4781
पओलइ : 5 : 8216
कअतआ : 5 : 6739
तअलआ : 5 : 4944
कआअँ : 5 : 6441
अँगरए : 5 : 6441
उततअ : 5 : 5726
ततअरअ : 5 : 4568
ठइकआ : 5 : 4972
पउरअ : 5 : 7087
शएषअ : 5 : 5070
मआरगअ : 5 : 5105
आनअं : 5 : 6991
पएकषआ : 5 : 5190
वआई : 5 : 4899
अंजअ : 5 : 3873
हइलयआ : 5 : 4288
रओपअ : 5 : 3963
कअधई : 5 : 4072
भऊमइ : 5 : 3748
जअगअ : 5 : 3842
कईयअ : 5 : 4673
बअददअ : 5 : 4338
ददअलअ : 5 : 4338
रउवआ : 5 : 4388
वएशअ : 5 : 5961
कअरई : 5 : 6218
रईतअ : 5 : 3474
आलयआ : 5 : 4468
वआयअ : 5 : 4527
सअहआ : 5 : 3286
शवआसअ : 5 : 4153
कअतअ : 5 : 3510
सअकआ : 5 : 3661
कआळई : 5 : 3974
इलअ : 5 : 3127
अरथअ : 5 : 3713
नउसआ : 5 : 5448
बअरओ : 5 : 3918
रओबअ : 5 : 3918
करइयआ : 5 : 4097
वआसअ : 5 : 4540
टउअं : 5 : 3224
भअवअ : 5 : 4329
सआदअ : 5 : 3928
मआधयअ : 5 : 3321
शअयअ : 5 : 2733
लअतअ : 5 : 3283
तउमअ : 5 : 3033
गअलआ : 5 : 3925
लएलआ : 5 : 5214
णयआसअ : 5 : 4028
रइसअ : 5 : 3237
इटअ : 5 : 2953
गऋहअ : 5 : 2578
इयअ : 5 : 4467
शइकअ : 5 : 3928
हअमई : 5 : 2901
भआगई : 5 : 2408
णआरए : 5 : 3704
पअरआ : 5 : 2663
वआजअ : 5 : 4265
सआधअ : 5 : 3578
रइषअ : 5 : 3232
रअचअ : 5 : 4060
बअळअ : 5 : 2578
रआहइ : 5 : 2993
वऋततअ : 5 : 2536
टअनअ : 5 : 2896
खअरअ : 5 : 3405
बआई : 5 : 2888
रउगणआ : 5 : 2348
रआतई : 5 : 2906
वअलआ : 5 : 2800
पऐकई : 5 : 2815
हआरअ : 5 : 3582
बआजऊ : 5 : 2910
तअलयआ : 5 : 2453
उपआ : 5 : 2602
अहअ : 5 : 2159
आइ : 5 : 2489
णआयआ : 5 : 2046
लयआमउ : 5 : 2768
पआणयआ : 5 : 2883
तइकअ : 5 : 2059
सआहए : 5 : 2557
हएबअ : 5 : 2557
जअलअ : 5 : 2027
भऊमई : 5 : 1992
वअलअं : 5 : 2057
चअवअ : 5 : 2297
कउलअ : 5 : 1928
लइकआ : 5 : 2662
आतमअ : 5 : 3157
लअढअ : 5 : 2708
सअंचआ : 5 : 1373
टआळअ : 5 : 2167
सअलआ : 5 : 2434
पआटअ : 5 : 1529
वइलए : 5 : 1707
तअवआ : 5 : 2145
शईलअ : 5 : 1945
वअणई : 5 : 2378
लइहइ : 5 : 1598
सइकअ : 5 : 2092
गअलअ : 5 : 2147
सआवअ : 5 : 1763
चअंदरअ : 5 : 2014
रअखआ : 5 : 1883
सउधआ : 5 : 1867
टअकआ : 5 : 2013
पअथअ : 5 : 1975
कऋतई : 5 : 1758
नएतयआ : 5 : 2014
रइकआ : 5 : 2303
दअमअ : 5 : 2013
सअरई : 5 : 2236
उभआ : 5 : 2015
कयआतअ : 5 : 1704
अंतई : 5 : 2399
रआबअ : 5 : 1639
सअंकअ : 5 : 2485
नअरअ : 5 : 1511
तअवअ : 5 : 1421
हअकआ : 5 : 2324
भऊतअ : 5 : 1916
दआयअ : 5 : 1899
रइतअ : 5 : 1958
तआरअ : 5 : 1515
गआयअ : 5 : 1934
सअंगअ : 5 : 1652
वएदअ : 5 : 2139
वआसई : 5 : 1980
मअकअ : 5 : 1885
नआयअ : 5 : 1758
तआअं : 5 : 1717
रएशअ : 5 : 1570
रएटअ : 5 : 1202
पअसअ : 5 : 1293
कअलए : 5 : 1893
चआयअ : 5 : 1446
दईपअ : 5 : 2023
मअधअ : 5 : 1528
तअनअ : 5 : 1284
अँडअ : 5 : 1594
मआवअ : 5 : 1354
अंपअ : 5 : 1485
गरअहअ : 5 : 1960
मअतई : 5 : 1901
दएशई : 5 : 1708
नआवआ : 5 : 1666
मअनओ : 5 : 2052
गऐरअ : 5 : 1104
कअनअ : 5 : 1188
कउठअ : 5 : 1643
यअदए : 5 : 1663
वअरतअ : 5 : 1408
वइतअ : 5 : 1332
कअमआ : 5 : 1349
पइअं : 5 : 1056
कआऱयआ : 5 : 1291
सवअयअं : 5 : 1271
गअमअ : 5 : 947
हइवआ : 5 : 1057
लअनआ : 5 : 1111
ळयआतअ : 5 : 1110
लअपअ : 5 : 1058
मअंतरइ : 5 : 1003
पआदअ : 5 : 1007
गअरभअ : 5 : 859
रअपआ : 5 : 1005
चअकअ : 5 : 969
रअसआ : 5 : 1040
तरअकअ : 5 : 843
वयअकतइ : 5 : 780
वअरआ : 5 : 976
नआहई : 4 : 40566
णऊनअ : 4 : 14102
वइचआ : 4 : 7741
वअशयअ : 4 : 7477
शयअकअ : 4 : 7477
सएलअ : 4 : 7174
रअणए : 4 : 6533
दइलए : 4 : 7401
तईनअ : 4 : 5934
यएणआ : 4 : 6150
सअतए : 4 : 6406
तईयअ : 4 : 5152
हईतअ : 4 : 6075
सअमओ : 4 : 5208
हएरअ : 4 : 4800
दएवअ : 4 : 4512
एनअ : 4 : 4130
कएअं : 4 : 5688
मओदई : 4 : 4583
पअरअं : 4 : 4412
कआणई : 4 : 4034
शइकषअ : 4 : 6666
सअरवआ : 4 : 5355
जइलहआ : 4 : 4641
पआरअ : 4 : 4468
सओबअ : 4 : 4647
नअवई : 4 : 6690
तअलई : 4 : 4100
सउरउ : 4 : 6513
फआरअ : 4 : 4312
पअसथइ : 4 : 4242
सथइतअ : 4 : 4137
नअंदअ : 4 : 4164
हआतअ : 4 : 4081
धऊनअ : 4 : 3861
लइसआ : 4 : 4480
रअजअ : 4 : 3545
आरओ : 4 : 6974
नएतए : 4 : 3504
शओधअ : 4 : 4178
वअरई : 4 : 3810
वआतअ : 4 : 4797
आधई : 4 : 4085
कअदआ : 4 : 4766
महअटअ : 4 : 3854
तपआदअ : 4 : 3941
मआजअ : 4 : 2994
पअचआ : 4 : 2883
वइशवआ : 4 : 2850
गआतअ : 4 : 3676
सअतअ : 4 : 4110
पआयअ : 4 : 3795
पऊरवअ : 4 : 2801
कआशअ : 4 : 3220
खअवअ : 4 : 2854
सएनआ : 4 : 2749
खआसअ : 4 : 4179
कउटउ : 4 : 3003
लयआचई : 4 : 3267
नआथअ : 4 : 2687
रआजयआ : 4 : 4416
सअंसथआ : 4 : 3268
सअमइ : 4 : 3249
मइतई : 4 : 3249
लएखअ : 4 : 3560
उकअ : 4 : 2582
नउकअ : 4 : 2734
आवआ : 4 : 4717
गउणअ : 4 : 2930
ईनअ : 4 : 3492
कअसअ : 4 : 3486
तयआचअ : 4 : 2875
जओडअ : 4 : 2210
कआलअ : 4 : 3514
णयआचए : 4 : 3961
शआतअ : 4 : 2496
घअरआ : 4 : 2525
कटअरअ : 4 : 2735
रऊपअ : 4 : 2959
टएलअ : 4 : 2582
सकआरअ : 4 : 2164
तअरगअ : 4 : 2277
परअसइ : 4 : 2202
मउलई : 4 : 2651
सअततआ : 4 : 2365
अऍ : 4 : 2986
नएहअ : 4 : 2602
डइयआ : 4 : 3559
शअलअ : 4 : 2060
वइमआ : 4 : 2703
रशअनअ : 4 : 3200
धअरअ : 4 : 3213
णआरआ : 4 : 2991
तआलउ : 4 : 3180
हइतअ : 4 : 3204
गअणआ : 4 : 1996
धअवअ : 4 : 2224
दआजअ : 4 : 2601
बअघअ : 4 : 2024
रअकषअ : 4 : 3627
बआजआ : 4 : 2866
जअमआ : 4 : 1880
बआलअ : 4 : 1939
चअनआ : 4 : 2818
दएणआ : 4 : 2280
बअदआ : 4 : 2282
दआरई : 4 : 1858
सअंदअ : 4 : 2265
यअचई : 4 : 2184
गइरई : 4 : 2994
कअमअ : 4 : 1905
एखआ : 4 : 2302
सएवअ : 4 : 1913
आधआ : 4 : 2533
डअतअ : 4 : 2983
गणआलअ : 4 : 1962
सअतई : 4 : 1936
मअवआ : 4 : 1853
यअचआ : 4 : 1967
जइअं : 4 : 1878
फअरअ : 4 : 2618
रआषटरआ : 4 : 2365
कऋतअ : 4 : 2243
दयआरथयआ : 4 : 2610
लयआसअ : 4 : 3113
जअनए : 4 : 1637
यअंतरअ : 4 : 3042
फइरअ : 4 : 1798
अंदऊ : 4 : 1972
जऊनअ : 4 : 3986
अंगआ : 4 : 2014
भइनए : 4 : 2190
जआतई : 4 : 2245
अंडआ : 4 : 1706
णयआचयआ : 4 : 2293
मअंगअ : 4 : 1926
नअवहअ : 4 : 3358
रअकषइ : 4 : 1396
पआळअ : 4 : 1528
णआरई : 4 : 2434
हआपआ : 4 : 2766
हअतयआ : 4 : 2474
सअळअ : 4 : 1892
सअंतअ : 4 : 1999
रओखअ : 4 : 1790
हइलई : 4 : 1827
मइतअ : 4 : 1833
षअयई : 4 : 1821
आबआ : 4 : 2316
चयआवअ : 4 : 2510
पआनअ : 4 : 1674
टआतअ : 4 : 1630
मअतआ : 4 : 1470
मओहअ : 4 : 1867
रओजअ : 4 : 2556
उदआ : 4 : 2179
भआषअ : 4 : 1933
तअंतरअ : 4 : 2682
अमअ : 4 : 1756
सअमउ : 4 : 1478
दअहअ : 4 : 1970
हअशअ : 4 : 1970
लइकअ : 4 : 1413
रइकतअ : 4 : 2219
गउरउ : 4 : 1979
जआवअ : 4 : 2711
हअतवआ : 4 : 1651
दओघआ : 4 : 1747
अंचअं : 4 : 2097
तमअकअ : 4 : 2270
पआकअ : 4 : 1511
रअमअ : 4 : 1451
सआपअ : 4 : 1886
गअलयआ : 4 : 1932
परअतयअ : 4 : 1615
रईकषअ : 4 : 1476
शइयआ : 4 : 1453
लअमअ : 4 : 1660
नएटअ : 4 : 1755
सआधआ : 4 : 1418
णआऱअ : 4 : 1444
गअणयआ : 4 : 1764
जअगआ : 4 : 2375
अनइ : 4 : 1169
अँकए : 4 : 1533
वअणऊ : 4 : 1481
रइकए : 4 : 1551
तओडअ : 4 : 1210
मओठअ : 4 : 1227
ढअवअ : 4 : 1400
रआजई : 4 : 1702
सआई : 4 : 1577
मआतअ : 4 : 2123
अंपआ : 4 : 2006
वअरणअ : 4 : 1828
अंनअ : 4 : 1041
णआलआ : 4 : 1800
हइरअ : 4 : 1339
दअकअ : 4 : 1588
षअदए : 4 : 1890
वआशआ : 4 : 1348
रअंभअ : 4 : 1200
वइसअ : 4 : 1361
कअवअ : 4 : 1200
हअलअ : 4 : 1295
दअयअ : 4 : 1624
तसअवअ : 4 : 1987
णअवअ : 4 : 1236
गआनए : 4 : 1575
हअणयआ : 4 : 1454
णअपअ : 4 : 1360
वऐशइ : 4 : 1286
कअमए : 4 : 1735
पअनयआ : 4 : 1556
वहआयअ : 4 : 1747
तउलअ : 4 : 1380
नएमअ : 4 : 1716
मइनइ : 4 : 1582
वअडई : 4 : 1441
तअकआ : 4 : 1172
रतयआअं : 4 : 1498
लअगअ : 4 : 1411
यअतअ : 4 : 1547
रशअकअ : 4 : 1411
भअरआ : 4 : 1470
कशअनअ : 4 : 1142
गअतआ : 4 : 1787
पअंचआ : 4 : 1306
लअंदआ : 4 : 1702
धअकअ : 4 : 1225
चएहअ : 4 : 1029
कएचयआ : 4 : 1464
वअसथए : 4 : 1318
दयआअं : 4 : 959
रअंपअ : 4 : 1162
जआणयआ : 4 : 1481
पअटटई : 4 : 952
रआजए : 4 : 1418
भआवइ : 4 : 1071
जआरई : 4 : 1349
तअपअ : 4 : 886
चअनअ : 4 : 1161
जअकअ : 4 : 1143
सआडए : 4 : 891
णआअं : 4 : 1283
पईए : 4 : 1112
बआरआ : 4 : 1139
अंबई : 4 : 1057
मआजआ : 4 : 1569
वअडए : 4 : 1109
शईरअ : 4 : 1282
वहअरअ : 4 : 1159
रआणअ : 4 : 779
डअळआ : 4 : 1151
नइघआ : 4 : 869
वइनआ : 4 : 1078
दअळअ : 4 : 787
वअयआ : 4 : 1047
वएळए : 4 : 1237
लयआअं : 4 : 989
तअरआ : 4 : 898
ळअणयआ : 4 : 821
पअतअ : 4 : 751
लईनअ : 4 : 985
मएहअ : 4 : 1129
घयआयअ : 4 : 777
घआलआ : 4 : 965
कषएपअ : 4 : 836
दयआयअ : 4 : 777
नअलअ : 4 : 726
चअमअ : 4 : 887
कओरटआ : 4 : 1105
कआतअ : 4 : 940
बअंगअ : 4 : 727
चअरअ : 4 : 811
बइयआ : 4 : 748
ळअवइ : 4 : 756
तइतअ : 4 : 741
मओकअ : 4 : 668
लअवआ : 4 : 744
नइरआ : 4 : 754
दअलआ : 4 : 620
यअलअ : 4 : 694
अगरअ : 4 : 561
डअपअ : 4 : 645
तएवअ : 4 : 558
नअकषअ : 4 : 506
नअपअ : 4 : 546
बईरअ : 4 : 421
आहए : 3 : 169762
आतअ : 3 : 35651
असए : 3 : 23428
आचआ : 3 : 15614
हओतआ : 3 : 14229
तयआमउ : 3 : 13065
महअणऊ : 3 : 12889
अनए : 3 : 12390
असऊ : 3 : 12754
कअरऊ : 3 : 16291
एकआ : 3 : 10723
मआहइ : 3 : 9635
जआतअ : 3 : 7070
बअदअ : 3 : 6272
असअं : 3 : 5849
एलअ : 3 : 5689
खअलअ : 3 : 5881
परअतयए : 3 : 5412
तयएकअ : 3 : 5361
वएळई : 3 : 10526
हओई : 3 : 4725
कओटई : 3 : 4501
बआहए : 3 : 4617
रमआणअ : 3 : 4231
तयआतअ : 3 : 4727
अधयअ : 3 : 4321
पअवआ : 3 : 4140
शअहअ : 3 : 6090
वयअकतई : 3 : 3948
दअतअ : 3 : 4137
वइशए : 3 : 4712
जआणआ : 3 : 4040
कअरए : 3 : 4255
दइललई : 3 : 3994
रइणआ : 3 : 3582
षटरअवआ : 3 : 3979
लअहआ : 3 : 3158
परअमउ : 3 : 3328
शअकयअ : 3 : 5315
कषआतअ : 3 : 3740
तअरउ : 3 : 3454
