Syl : Freq_in_tokens : Freq_in_corpus
मउअं : 1 : 11267
बअई : 1 : 11267
असऊ : 1 : 11099
सऊनअ : 1 : 11099
इमअ : 1 : 10460
कअरऊ : 1 : 10431
रऊनअ : 1 : 10431
उटअ : 1 : 10288
इलई : 1 : 10241
ऊकअ : 1 : 10188
आई : 1 : 10149
सउरऊ : 1 : 10060
आवआ : 1 : 10055
कइअं : 1 : 10006
अंवआ : 1 : 10006
इलए : 1 : 9882
घअरअ : 1 : 9825
झआलई : 1 : 9610
रअमअ : 1 : 9544
अशई : 1 : 9307
उरउ : 1 : 9299
अशआ : 1 : 9268
झआलआ : 1 : 9249
षअणअ : 1 : 9247
रएसअ : 1 : 9208
ऊरअ : 1 : 9173
दइवअ : 1 : 9082
वअसअ : 1 : 9082
आनआ : 1 : 9076
यआचए : 1 : 9073
ओनअ : 1 : 9064
मउखयअ : 1 : 8886
एसअ : 1 : 8859
आरआ : 1 : 8765
एमअ : 1 : 8764
ईनअ : 1 : 8740
गअतअ : 1 : 8674
तअसए : 1 : 8537
सएचअ : 1 : 8537
सअंघअ : 1 : 8154
वअरषआ : 1 : 8065
रआमअ : 1 : 8055
जआरअ : 1 : 8031
आदअ : 1 : 8013
वऊनअ : 1 : 7942
यअतअ : 1 : 7926
पअदअ : 1 : 7882
वइचआ : 1 : 7735
भअरअ : 1 : 7723
यआचयआ : 1 : 7687
णअजए : 1 : 7595
यआनअ : 1 : 7492
वअलए : 1 : 7449
मअतअ : 1 : 7359
एदअ : 1 : 7158
यएथए : 1 : 7119
णआऱयआ : 1 : 7101
रउपअ : 1 : 7048
तअयआ : 1 : 7023
आणई : 1 : 7015
दअलअ : 1 : 6972
ओलई : 1 : 6964
हअनअ : 1 : 6920
ओगअ : 1 : 6889
उतअ : 1 : 6876
कअमई : 1 : 6757
मआरगअ : 1 : 6683
रअलअ : 1 : 6650
मअंतरई : 1 : 6444
इयआ : 1 : 6423
अंगआ : 1 : 6416
इपअ : 1 : 6391
ईअं : 1 : 6387
वअरषअ : 1 : 6361
ईयअ : 1 : 6327
इनए : 1 : 6320
एडअ : 1 : 6284
ओधअ : 1 : 6245
धईलअ : 1 : 6154
पअसअ : 1 : 6126
शअहअ : 1 : 6089
रअकअ : 1 : 6048
वआदई : 1 : 6016
मअहआ : 1 : 5982
हआरआ : 1 : 5982
तरअपअ : 1 : 5834
पअटअ : 1 : 5834
एलआ : 1 : 5833
अरथअ : 1 : 5781
उगअ : 1 : 5770
उखअ : 1 : 5716
कएअं : 1 : 5687
अंदरअ : 1 : 5687
लएलयआ : 1 : 5682
इतरअ : 1 : 5620
इशअ : 1 : 5617
पअनअ : 1 : 5605
वइभआ : 1 : 5575
यएथई : 1 : 5557
थईलअ : 1 : 5557
ऑलअ : 1 : 5505
ईरअ : 1 : 5474
हआनअ : 1 : 5460
उदधअ : 1 : 5457
अंभअ : 1 : 5448
टअनआ : 1 : 5426
उसआ : 1 : 5423
ऊतअ : 1 : 5413
परअतयए : 1 : 5411
तयएकअ : 1 : 5411
लआखअ : 1 : 5404
ऊलअ : 1 : 5160
परअमआ : 1 : 5150
मआणअ : 1 : 5150
बअलअ : 1 : 5110
कईयअ : 1 : 5102
वआसअ : 1 : 5092
कआलअ : 1 : 5084
औरअ : 1 : 5079
तईनअ : 1 : 5049
णआरए : 1 : 5030
मअहइ : 1 : 4987
हइलआ : 1 : 4987
वइवइ : 1 : 4897
वइधअ : 1 : 4897
ळआतअ : 1 : 4857
सअतए : 1 : 4790
उकतअ : 1 : 4738
वइशए : 1 : 4712
शएषअ : 1 : 4712
धअनअ : 1 : 4699
आजई : 1 : 4683
जआतए : 1 : 4634
आरई : 1 : 4620
यआतई : 1 : 4601
जआसतअ : 1 : 4524
वअलई : 1 : 4512
णआरआ : 1 : 4500
भअवअ : 1 : 4469
रइयआ : 1 : 4409
वआदअ : 1 : 4361
धयअकषअ : 1 : 4321
वआई : 1 : 4301
बअनअ : 1 : 4298
गएलए : 1 : 4235
मआजअ : 1 : 4213
ततअरअ : 1 : 4180
ओबअ : 1 : 4160
रअंगअ : 1 : 4141
आतरअ : 1 : 4085
वइकआ : 1 : 4058
कआसअ : 1 : 4058
बआरअ : 1 : 4023
दइललई : 1 : 3994
वइजअ : 1 : 3968
सआतअ : 1 : 3880
रमआणअ : 1 : 3872
णआरई : 1 : 3825
चइतअ : 1 : 3806
तअमअ : 1 : 3787
ऐकअ : 1 : 3680
कअमअ : 1 : 3678
कअंपअ : 1 : 3669
पआसअ : 1 : 3587
पअरअं : 1 : 3585
रअंतउ : 1 : 3585
सपअषटअ : 1 : 3541
रयअकरअ : 1 : 3532
आरए : 1 : 3498
सअरवआ : 1 : 3484
रवआतअ : 1 : 3484
इतआ : 1 : 3476
रइणआ : 1 : 3456
णआमअ : 1 : 3456
गआअं : 1 : 3454
शइकषअ : 1 : 3328
परअदए : 1 : 3292
ऊणअ : 1 : 3231
रअधआ : 1 : 3207
उरआ : 1 : 3201
अंकआ : 1 : 3196
जईवअ : 1 : 3186
रओजई : 1 : 3117
मअरआ : 1 : 3093
रआठई : 1 : 3093
वइषअ : 1 : 3054
षअयअ : 1 : 3054
सअतआ : 1 : 3035
उतपआ : 1 : 3032
तपआदअ : 1 : 3032
मआधयअ : 1 : 3014
धयअमअ : 1 : 3014
हओतओ : 1 : 3001
उचचअ : 1 : 2930
मअनअ : 1 : 2915
ऐरअ : 1 : 2899
पआकइ : 1 : 2890
कइसतआ : 1 : 2890
सतआनअ : 1 : 2890
पअलअ : 1 : 2863
लअबधअ : 1 : 2863
पउणए : 1 : 2850
जआतआ : 1 : 2821
मअधयअ : 1 : 2806
ऑनअ : 1 : 2782
एजअ : 1 : 2781
सएवआ : 1 : 2762
मइकआ : 1 : 2729
उवआ : 1 : 2726
परअवए : 1 : 2721
वएशअ : 1 : 2721
ऊसअ : 1 : 2707
शअबदअ : 1 : 2669
ऑफअ : 1 : 2652
सअतओ : 1 : 2648
एलई : 1 : 2642
तरअणअ : 1 : 2641
ओटई : 1 : 2607
अनयअ : 1 : 2570
इनई : 1 : 2533
तअकअ : 1 : 2501
उनआ : 1 : 2493
आरथइ : 1 : 2474
रथइकअ : 1 : 2474
परअथअ : 1 : 2418
थअमअ : 1 : 2418
मअंदइ : 1 : 2366
दइरअ : 1 : 2366
ऊटअ : 1 : 2362
एयअ : 1 : 2347
सआहइ : 1 : 2343
हइतयअ : 1 : 2343
परअमउ : 1 : 2224
मउखअ : 1 : 2224
शअरई : 1 : 2221
रईरअ : 1 : 2221
दअसयअ : 1 : 2206
फइरअ : 1 : 2174
दअयअ : 1 : 2152
वयअवअ : 1 : 2138
शआसअ : 1 : 2127
जअलअ : 1 : 2102
दऊरअ : 1 : 2100
मअदअ : 1 : 2100
ऐनअ : 1 : 2099
यओजअ : 1 : 2098
जअनआ : 1 : 2098
जआतओ : 1 : 2094
धअरमअ : 1 : 2093
रअतए : 1 : 2088
परअकरइ : 1 : 2062
करइयआ : 1 : 2062
बअंधइ : 1 : 2044
धइतअ : 1 : 2044
दअकअ : 1 : 2040
करइकए : 1 : 2016
कएटअ : 1 : 2016
जअनमअ : 1 : 1981
मआनयअ : 1 : 1975
नअसअ : 1 : 1961
पउसतअ : 1 : 1960
सतअकअ : 1 : 1960
लअरअ : 1 : 1925
नआथअ : 1 : 1901
टईमअ : 1 : 1889
परआपतअ : 1 : 1878
दएतआ : 1 : 1853
घओषअ : 1 : 1847
षअणआ : 1 : 1847
परअसइ : 1 : 1844
सइदधअ : 1 : 1844
सआदअ : 1 : 1840
एसटअ : 1 : 1818
खआनअ : 1 : 1789
कअसअ : 1 : 1780
जउनअ : 1 : 1767
आकआ : 1 : 1759
गआवआ : 1 : 1739
वआतअ : 1 : 1739
आनई : 1 : 1702
उरई : 1 : 1696
मऊलअ : 1 : 1689
दएवअ : 1 : 1688
मआजइ : 1 : 1681
जइकअ : 1 : 1681
आमई : 1 : 1679
ओजइ : 1 : 1676
जइतअ : 1 : 1676
ओरटअ : 1 : 1673
जआतई : 1 : 1652
भआवअ : 1 : 1652
तअबअ : 1 : 1651
जआनए : 1 : 1643
रओगअ : 1 : 1643
इशआ : 1 : 1642
वअरगअ : 1 : 1620
इशचइ : 1 : 1614
शचइतअ : 1 : 1614
उदआ : 1 : 1611
दआहअ : 1 : 1611
आदइ : 1 : 1600
रअसकआ : 1 : 1595
सकआरअ : 1 : 1595
पअदआ : 1 : 1581
दआरथअ : 1 : 1581
तअथआ : 1 : 1566
मईनअ : 1 : 1554
पऊरवअ : 1 : 1540
शइयआ : 1 : 1525
अंडइ : 1 : 1519
कषइतअ : 1 : 1509
इतइ : 1 : 1490
हआसअ : 1 : 1490
नअदई : 1 : 1489
ईकअ : 1 : 1487
हएअं : 1 : 1486
बआतअ : 1 : 1483
आयआ : 1 : 1468
गअमअ : 1 : 1458
वअरऊ : 1 : 1436
दइनअ : 1 : 1435
दअकषइ : 1 : 1390
कषइणअ : 1 : 1390
सउरअ : 1 : 1382
रअकषआ : 1 : 1382
लआलअ : 1 : 1346
सअंगई : 1 : 1339
पउरउ : 1 : 1329
रउषअ : 1 : 1329
तआनअ : 1 : 1318
सअमउ : 1 : 1312
मउदरअ : 1 : 1312
यइकअ : 1 : 1305
नआटअ : 1 : 1302
कउलअ : 1 : 1300
हअतई : 1 : 1283
इकई : 1 : 1273
सवअयअं : 1 : 1271
अबअ : 1 : 1271
णअतआ : 1 : 1264
बअहउ : 1 : 1252
हउतअ : 1 : 1252
लइकआ : 1 : 1237
आयओ : 1 : 1228
लआकआ : 1 : 1215
रअरआ : 1 : 1198
रआजआ : 1 : 1197
दआयअ : 1 : 1193
जअमइ : 1 : 1189
मइनअ : 1 : 1189
शचइमअ : 1 : 1182
जउलअ : 1 : 1175
कउमआ : 1 : 1175
मआरअ : 1 : 1175
सइअं : 1 : 1172
अंहअ : 1 : 1172
सआलई : 1 : 1162
कअपरइ : 1 : 1158
परइयअ : 1 : 1158
परअणआ : 1 : 1152
णआलई : 1 : 1152
अंतइ : 1 : 1151
तइमअ : 1 : 1151
एशवअ : 1 : 1142
शवअरअ : 1 : 1142
मआरचअ : 1 : 1132
रअचअ : 1 : 1123
अंथअ : 1 : 1104
सआरवअ : 1 : 1098
रवअजअ : 1 : 1098
जअनइ : 1 : 1098
ऐनइ : 1 : 1097
परइलअ : 1 : 1090
पऊरवई : 1 : 1085
नएतरई : 1 : 1084
जऊनअ : 1 : 1050
आबआ : 1 : 1047
तअअः : 1 : 1040
खअनअ : 1 : 1039
पआयआ : 1 : 1038
उतपअ : 1 : 1037
तपअननअ : 1 : 1037
वइशइ : 1 : 1033
शइषटअ : 1 : 1033
हअमअ : 1 : 1031
वयआपआ : 1 : 1014
पआरअ : 1 : 1014
सआथअ : 1 : 1012
दएतए : 1 : 1005
सकऋतअ : 1 : 990
उललए : 1 : 961
ललएखअ : 1 : 961
चआरयअ : 1 : 958
लएखअ : 1 : 941
खअकअ : 1 : 941
पअयओ : 1 : 941
परअयओ : 1 : 939
यउदधअ : 1 : 934
कषअमअ : 1 : 928
मअतआ : 1 : 928
पआहइ : 1 : 926
वइवआ : 1 : 921
वआहअ : 1 : 921
रअहआ : 1 : 909
नएटअ : 1 : 907
परआथअ : 1 : 900
थअमइ : 1 : 900
मइकअ : 1 : 900
नअतआ : 1 : 873
तआपअ : 1 : 859
पअमआ : 1 : 859
आधउ : 1 : 855
धउनइ : 1 : 855
अतइ : 1 : 854
तइरइ : 1 : 854
रइकतअ : 1 : 854
षइतअ : 1 : 838
भआषए : 1 : 836
ओरडअ : 1 : 834
सटएशअ : 1 : 821
कऑलए : 1 : 813
लएजअ : 1 : 813
वयअकतइ : 1 : 805
सतअरअ : 1 : 802
तमअकअ : 1 : 801
कअसइ : 1 : 800
सइतअ : 1 : 800
इतवअ : 1 : 800
हआलअ : 1 : 794
शइकषआ : 1 : 784
सअंयउ : 1 : 782
अंजअ : 1 : 775
पऋथवई : 1 : 763
ऐलई : 1 : 746
यआपअ : 1 : 737
पअकअ : 1 : 737
हइकअ : 1 : 736
पअरयअ : 1 : 728
रयअटअ : 1 : 728
नएतआ : 1 : 725
अथअ : 1 : 721
थअवआ : 1 : 721
अंगरअ : 1 : 720
गरअजई : 1 : 720
पआरटई : 1 : 716
सथआपअ : 1 : 696
वअरणअ : 1 : 689
रणअनअ : 1 : 689
धआरइ : 1 : 686
रइतअ : 1 : 686
रमअनअ : 1 : 669
परअदआ : 1 : 667
सआलअ : 1 : 652
हइअं : 1 : 650
अंदई : 1 : 650
मउसलइ : 1 : 646
सलइमअ : 1 : 646
कअवइ : 1 : 646
वइतआ : 1 : 646
वइजञआ : 1 : 635
मआनआ : 1 : 633
कइलओ : 1 : 633
लओमई : 1 : 633
तआलउ : 1 : 631
लउकआ : 1 : 631
सईमआ : 1 : 614
रएणई : 1 : 602
ऐतइ : 1 : 587
हआसइ : 1 : 587
धइकऋ : 1 : 584
यआदआ : 1 : 584
नअलअ : 1 : 567
दअरशइ : 1 : 565
रशइतअ : 1 : 565
पऋषठअ : 1 : 559
जअसथआ : 1 : 551
सअंगरअ : 1 : 545
धआरमइ : 1 : 545
रमइकअ : 1 : 545
कलअबअ : 1 : 541
जअधआ : 1 : 539
धआनई : 1 : 539
परआचई : 1 : 536
ईकषअ : 1 : 533
पऊजआ : 1 : 532
वईअं : 1 : 519
गअरई : 1 : 505
दअशअ : 1 : 499
लअगआ : 1 : 495
कअनअ : 1 : 485
दएखआ : 1 : 485
दएवई : 1 : 478
फइलमअ : 1 : 478
कइमई : 1 : 474
इडअ : 1 : 474
बइहआ : 1 : 472
कओडअ : 1 : 468
वइतई : 1 : 464
रइकआ : 1 : 447
तअहअ : 1 : 443
हअसई : 1 : 443
सईलअ : 1 : 443
सएनआ : 1 : 443
कऋषणआ : 1 : 434
सआअं : 1 : 428
अंसकऋ : 1 : 428
जआरई : 1 : 426
ऋषटइ : 1 : 417
सआमअ : 1 : 410
मअनए : 1 : 410
लअतआ : 1 : 398
तअरआ : 1 : 394
रआवअ : 1 : 394
थअलअ : 1 : 388
इखआ : 1 : 380
वअहअ : 1 : 365
अजअ : 1 : 359
सइटई : 1 : 355
रतअमआ : 1 : 345
तआलअ : 1 : 341
कआशइ : 1 : 337
शइतअ : 1 : 337
तउलअ : 1 : 333
लअनआ : 1 : 333
यआतरआ : 1 : 329
कऋषणअ : 1 : 328
सअमऊ : 1 : 309
मऊहअ : 1 : 309
गअवआ : 1 : 309
वआनअ : 1 : 309
कअहआ : 1 : 309
छओटए : 1 : 307
रइवआ : 1 : 303
बरइटइ : 1 : 300
टइशअ : 1 : 300
ऐजञआ : 1 : 295
जञआनइ : 1 : 295
भआवइ : 1 : 293
वइतअ : 1 : 293
सकऊलअ : 1 : 286
रमआतआ : 1 : 281
एकओ : 1 : 270
शअकतइ : 1 : 269
सथआपइ : 1 : 267
पइतअ : 1 : 267
पउतरअ : 1 : 264
रएषठअ : 1 : 260
हअरऊ : 1 : 259
दवआरआ : 1 : 258
बऔदधअ : 1 : 256
थइए : 1 : 255
अंगउ : 1 : 252
सअंवइ : 1 : 252
हऐअं : 1 : 248
रइवअ : 1 : 242
रतअनअ : 1 : 242
बईचअ : 1 : 239
मअजअ : 1 : 239
जअकऊ : 1 : 239
कऊरअ : 1 : 239
मऋतयउ : 1 : 238
ऐचअ : 1 : 237
आअँ : 1 : 231
वईपअ : 1 : 228
सअंकए : 1 : 213
कएतअ : 1 : 213
तअसथअ : 1 : 213
सथअळअ : 1 : 213
अकआ : 1 : 213
कआदअ : 1 : 213
दअमई : 1 : 213
चआलअ : 1 : 212
धयआनअ : 1 : 210
ऋतइ : 1 : 210
कइयआ : 1 : 206
शआसतरई : 1 : 203
सतरईयअ : 1 : 203
यअहअ : 1 : 202
शईतअ : 1 : 197
नअहई : 1 : 192
हईअं : 1 : 192
गअयआ : 1 : 189
सअनआ : 1 : 184
नआतअ : 1 : 184
सऊचई : 1 : 182
मआनइ : 1 : 178
नइतअ : 1 : 178
अंगलइ : 1 : 178
गलइशअ : 1 : 178
तअथयअ : 1 : 175
पइतआ : 1 : 170
मअकअ : 1 : 161
धयआयअ : 1 : 160
इखइ : 1 : 150
खइतअ : 1 : 150
परअसतउ : 1 : 149
सतउतअ : 1 : 149
रअहई : 1 : 145
नआपअ : 1 : 145
पअतइ : 1 : 145
इयए : 1 : 137
ऍसअ : 1 : 128
खआतआ : 1 : 128
रअहए : 1 : 125
ऊरई : 1 : 124
लओगअ : 1 : 121
रइकई : 1 : 121
दइयआ : 1 : 120
हइससआ : 1 : 119
रअनए : 1 : 117
अलअ : 1 : 116
थआनअ : 1 : 116
तअतसअ : 1 : 115
तसअमअ : 1 : 115
परअचअ : 1 : 114
चअलइ : 1 : 114
मअहअ : 1 : 111
हअतवअ : 1 : 111
तवअपऊ : 1 : 111
कओअं : 1 : 106
कउछअ : 1 : 104
रउपए : 1 : 104
गउजअ : 1 : 102
जअरआ : 1 : 102
रआतई : 1 : 102
षइकअ : 1 : 101
कओई : 1 : 101
भऔगओ : 1 : 101
गओलइ : 1 : 101
लइकअ : 1 : 101
बआअं : 1 : 98
अंगलआ : 1 : 98
खआतए : 1 : 98
तएदआ : 1 : 98
आगए : 1 : 97
दरअवइ : 1 : 97
वइडअ : 1 : 97
ऍनअ : 1 : 93
नइरदए : 1 : 92
रदएशअ : 1 : 92
जअवअ : 1 : 91
वअळई : 1 : 91
ळईलअ : 1 : 91
हउए : 1 : 91
हउआ : 1 : 91
दएखइ : 1 : 90
मअयअ : 1 : 83
जऐसए : 1 : 82
अंभइ : 1 : 81
भइकअ : 1 : 81
पअतरइ : 1 : 79
तरइकआ : 1 : 79
बअनए : 1 : 79
हइमआ : 1 : 79
लएकअ : 1 : 78
उरदऊ : 1 : 76
सइककअ : 1 : 74
पअनए : 1 : 74
वआलआ : 1 : 72
पआनई : 1 : 71
सअंकअ : 1 : 71
कअलइ : 1 : 71
वआलए : 1 : 70
ऐसई : 1 : 70
जआकई : 1 : 70
लएकइ : 1 : 68
कइनअ : 1 : 68
खअतए : 1 : 67
हअलए : 1 : 67
पऔरआ : 1 : 66
रआणइ : 1 : 66
णइकअ : 1 : 66
गअई : 1 : 65
लओगओ : 1 : 65
गओअं : 1 : 65
रअवअ : 1 : 64
मआतरआ : 1 : 64
खएलअ : 1 : 62
धयअयअ : 1 : 61
चइकइ : 1 : 61
कइतसआ : 1 : 61
पऋथअ : 1 : 60
थअकअ : 1 : 60
जआतइ : 1 : 60
लइयआ : 1 : 60
ऋदधइ : 1 : 59
ठअनअ : 1 : 59
दउनइ : 1 : 56
नइयआ : 1 : 56
वइवअ : 1 : 55
कअई : 1 : 55
हओगआ : 1 : 53
कअभई : 1 : 53
रअनआ : 1 : 52
लओअं : 1 : 51
ऐसए : 1 : 50
षइकआ : 1 : 49
शअतआ : 1 : 49
तआबदई : 1 : 49
